county,fips,latitude,state,longitude,number_of_deaths,total_population,area_per_square_mile,population_density_per_square_mile,minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability,"Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19"
Sheridan,31161,42.50473889,Nebraska,-102.4089504,83,-0.295642228,0.364546711,-0.14784491,0.116356741,-1.502015522,-0.295657602,-0.320138139,0.247772891,0.030884791,0.306022599,-0.101791099,-0.50663429,-0.135308468,-0.168339635,-0.159768568,-0.155461213
Sherman,31163,41.22059582,Nebraska,-98.97621348,,-0.302312996,-0.154574917,-0.146005493,-1.616873881,-1.50855354,-1.596623716,0.39933287,-0.551091577,-1.334651105,-0.008839693,-1.34882354,-1.393161966,-0.136940567,-0.170310441,-0.161816175,-0.156907998
Sioux,31165,42.4876504,Nebraska,-103.7588953,,-0.30789811,0.260933287,-0.148700567,-0.757011417,-1.716737784,-1.111224719,-0.320138139,-1.730351215,-1.644545275,-1.729510215,-1.721444175,-1.725956144,-0.137769172,-0.172953975,-0.16405719,-0.157604196
Stanton,31167,41.91694243,Nebraska,-97.19392024,,-0.293295619,-0.19274814,-0.141215237,-0.741427924,0.42394682,-0.707417007,-0.911058133,-0.565628972,-1.561032592,-1.593877228,-1.686121401,-1.46484604,-0.136086854,-0.168036434,-0.157674711,-0.155903589
Thayer,31169,40.17625102,Nebraska,-97.59496355,79,-0.295937476,-0.152366016,-0.144037947,-1.358880512,-0.064683969,-0.176727933,-1.580767459,-1.635512019,-0.898452628,0.604622772,-1.492192446,-1.498783427,-0.135952938,-0.168074334,-0.159512091,-0.156088516
Thomas,31171,41.91359516,Nebraska,-100.5557859,,-0.309740337,-0.113856872,-0.148516777,-1.438183171,-1.716737784,-0.017348348,-0.53231643,-1.730351215,-1.687336898,-1.729510215,-1.69616415,-1.719376447,-0.138003524,-0.173607752,-0.164305257,-0.158108214
Thurston,31173,42.15820577,Nebraska,-96.54403681,136,-0.290321606,-0.202262301,-0.139164928,1.537571221,0.322091388,0.513340726,-0.672271165,1.690090153,1.320845159,-1.343025402,0.75703713,1.349879331,-0.134714216,-0.168098022,-0.158746867,-0.156237183
Valley,31175,41.56733085,Nebraska,-98.98188142,,-0.298776166,-0.153960507,-0.144891125,-1.445801768,0.313144627,0.770906433,-1.205826995,-1.540672823,-0.202053478,-0.411932626,-1.186754342,-1.016041404,-0.136312837,-0.169272926,-0.160962655,-0.155903589
Washington,31177,41.53107094,Nebraska,-96.22201447,195,-0.249266707,-0.20326619,-0.120029519,-1.190232497,-0.755993303,0.78093248,-1.464311296,-1.370031496,-0.62582858,-0.287717722,-1.300341301,-1.60024929,-0.133115595,-0.153435412,-0.145464752,-0.143560588
Wayne,31179,42.20929368,Nebraska,-97.11927248,70,-0.28286351,-0.188604616,-0.137219336,-0.509753342,0.792140443,0.996665368,-1.3872498,1.020331597,-1.434728287,1.605954059,0.345630704,-1.325633491,-0.136463492,-0.167155256,-0.157119713,-0.152270308
Webster,31181,40.17644791,Nebraska,-98.49997109,,-0.300544581,-0.152059801,-0.145497104,-0.762552214,-1.317918711,-1.203879228,-1.41489518,-1.621320753,-0.202053478,0.337162825,-1.562837994,-1.413939958,-0.136974046,-0.169993028,-0.161580721,-0.156480127
Wheeler,31183,41.91477425,Nebraska,-98.52819006,,-0.309340522,-0.151984984,-0.148264926,-1.730460223,-1.716737784,-1.727653787,0.983687086,1.063251525,-1.463025973,-1.729510215,-1.262940717,-1.70933375,-0.138020264,-0.173186113,-0.164111849,-0.158104588
York,31185,40.87274959,Nebraska,-97.5971265,177,-0.269245179,-0.152725168,-0.135593187,-0.654506668,7.99E-06,1.18162866,-1.216885147,-1.647626515,-0.567852833,1.258913533,-0.583843073,-1.256373516,-0.133224402,-0.161825552,-0.150636326,-0.148941614
Churchill,32001,39.58089519,Nevada,-118.3358112,417,-0.237549038,1.053840614,-0.146318926,0.509753342,1.144849287,0.363641463,0.580755675,1.04871413,-0.072298235,0.015380484,0.95200499,0.938821382,-0.126444912,-0.148963198,-0.136059216,-0.147070583
Clark,32003,36.21524311,Nevada,-115.0135488,26581,6.054947009,1.873638931,-0.003111221,1.42156078,1.554679759,1.597536775,-1.312607275,1.391381298,1.107577233,-1.076257461,0.857118323,0.86055761,1.596198525,1.835525088,1.909710141,1.162183151
Douglas,32005,38.91219747,Nevada,-119.6164027,628,-0.165957461,-0.114736982,-0.111868993,0.17799811,0.750503594,0.206336232,-0.715121504,-0.29114911,-1.491668752,-1.522254706,-1.508814927,-1.089803277,-0.117146129,-0.131278053,-0.103781029,-0.11894348
Elko,32007,41.14579324,Nevada,-115.3577542,547,-0.151800918,4.442209115,-0.147357689,0.787832101,1.194056472,0.281013001,1.090467365,1.151168152,-1.270808764,-0.350344178,0.407272408,-0.12397293,-0.100080226,-0.122309937,-0.113358951,-0.138404375
Esmeralda,32009,37.78466374,Nevada,-117.6323237,,-0.308528589,0.680446127,-0.148877483,-0.027011386,0.877478778,1.445763157,1.725274399,1.392765812,-1.685266336,-1.578653117,0.633407422,0.783332738,-0.137459491,-0.172574974,-0.164158098,-0.158064702
Eureka,32011,39.98387898,Nevada,-116.2685991,,-0.306495681,0.844841663,-0.14881303,-1.713837832,-1.716737784,-1.727653787,1.598451219,-1.676355177,-1.70597196,-1.63816555,-1.676424953,-1.728033943,-0.137635256,-0.171096869,-0.163052307,-0.158104588
Humboldt,32013,41.4068448,Nevada,-118.1120196,243,-0.259252868,2.357902668,-0.148057296,0.856053166,1.283868188,-0.107582777,1.591885442,1.20101065,-1.047878214,-0.767969217,0.389611021,0.440495864,-0.121900142,-0.157888676,-0.148950309,-0.151773542
Lander,32015,39.93367139,Nevada,-117.0380408,79,-0.293649302,1.208755017,-0.148444959,0.80861009,1.094265677,-0.861264979,1.715252949,1.244968963,1.288061254,-1.178674206,1.106455551,0.469238753,-0.134454754,-0.167150519,-0.159058002,-0.156791966
Lincoln,32017,37.64334602,Nevada,-114.8775434,70,-0.29596208,2.632710692,-0.148773816,0.105275147,0.329661724,-0.941819086,1.072843436,-1.664240681,-1.615902496,1.471705082,-0.87577541,-0.636843042,-0.13395257,-0.168093284,-0.160180612,-0.15589271
Lyon,32019,39.02028866,Nevada,-119.1891344,955,-0.152206884,0.242828942,-0.134617007,0.432874781,1.111815093,-0.2285868,0.689954925,0.697393751,-0.389784468,-1.553394933,-0.495536138,0.846013015,-0.095225776,-0.113327608,-0.100173541,-0.138063528
Mineral,32021,38.53876373,Nevada,-118.4350948,104,-0.297918101,0.727775753,-0.148373628,1.089805548,-0.380229345,-0.632394512,0.706196586,1.592135801,1.468200182,0.016418491,1.411893655,1.401824312,-0.135258249,-0.168623886,-0.159999817,-0.156773835
Nye,32023,38.0422593,Nevada,-116.4719228,1187,-0.178960691,4.722582369,-0.147721787,0.387509504,0.861993999,-0.445356865,1.659271055,0.441604825,-1.300486825,-1.095979604,-0.474758035,0.636847892,-0.098556933,-0.111124663,-0.112946907,-0.145232187
Pershing,32027,40.44041663,Nevada,-118.4044322,93,-0.291241182,1.36004972,-0.148426985,0.82973438,1.374712222,0.109533014,1.665836833,1.626402518,0.511255265,1.712868837,1.724950397,1.261919163,-0.129943463,-0.164966524,-0.158111982,-0.156432989
Storey,32029,39.44653984,Nevada,-119.5291706,,-0.299695742,-0.238437364,-0.140704818,-0.174881411,-0.557788138,-1.727653787,0.920793847,-1.730351215,-1.662145056,-1.012246995,-1.683004685,-1.553845107,-0.136639257,-0.170149366,-0.160853337,-0.155094984
Washoe,32031,40.66547546,Nevada,-119.6642577,5910,1.041140854,1.433637389,-0.110212407,0.912500038,1.393638062,1.515945491,-0.785617222,1.432224456,0.937446023,-0.625762182,1.206883046,0.42283457,0.162562259,0.178527019,0.290566165,0.195139482
White Pine,32033,39.44209682,Nevada,-114.9015954,129,-0.281390344,2.14577604,-0.148423362,0.573818809,0.399859387,-0.459531622,0.139811867,-0.439984344,-1.270808764,1.629136228,-0.283945796,-0.134015626,-0.131190555,-0.160224271,-0.155315969,-0.155163879
Carson City,32510,39.15115743,Nevada,-119.7474388,1086,-0.144471992,-0.271178676,0.060204242,0.740389025,1.239134383,1.552246698,-0.085843546,1.29031179,0.726593753,0.821566351,1.640106479,1.29828065,-0.095384801,-0.125773061,-0.100985016,-0.126917117
Belknap,33001,43.51791713,New Hampshire,-71.42266129,883,-0.12608048,-0.200043843,-0.065385787,-1.236636674,-0.752552242,0.494671534,-0.415860267,-0.944639628,-0.072298235,-0.462794996,-0.760110641,-1.405282461,-0.112517662,-0.111115188,-0.106135567,-0.105276979
Carroll,33003,43.87382151,New Hampshire,-71.20309604,681,-0.165988216,-0.053196113,-0.120741082,-1.470042755,-0.901550222,0.032436164,-0.467695354,-0.320916156,-0.844618006,-0.972802708,-1.183637626,-1.502246426,-0.12002532,-0.12184566,-0.117437347,-0.112079408
Cheshire,33005,42.9193526,New Hampshire,-72.25120887,927,-0.077093856,-0.115574107,-0.088964689,-1.119587333,-0.836858258,0.927174486,-0.53231643,-0.737308685,-0.202053478,1.222583269,0.287105716,-1.213432332,-0.10868432,-0.095031324,-0.100707517,-0.094641837
Coos,33007,44.68957936,New Hampshire,-71.30563562,554,-0.212726647,0.185611143,-0.139055721,-1.270574056,-0.293514585,0.146871398,0.124261341,-0.965753464,0.726593753,1.234693357,0.61678494,-0.066833451,-0.113522031,-0.129236184,-0.133935928,-0.142454649
Grafton,33009,43.94065569,New Hampshire,-71.82076594,1015,-0.037592086,0.161806702,-0.120012001,-0.617798887,-0.400875716,1.047141332,-0.489466091,-0.582243138,0.295916776,1.361330279,0.816601024,-1.05240289,-0.100339688,-0.094723386,-0.096746848,-0.065314519
Hillsborough,33011,42.91534161,New Hampshire,-71.71608306,4542,0.93360279,-0.068589481,0.108002914,-0.136095831,0.873005397,1.538071941,-1.489537705,-0.241652741,0.030884791,0.127831302,-0.107331926,-1.104001572,0.054140629,0.181445328,0.180298127,0.243775402
Merrimack,33013,43.29747327,New Hampshire,-71.68024088,1768,0.142481734,-0.05298783,-0.060944105,-0.906959241,0.143500276,1.247662285,-0.745876989,-0.952254454,-0.1402817,0.986955554,0.130577345,-1.250832718,-0.077984109,-0.034168466,-0.03110991,-0.020714368
Rockingham,33015,42.98758595,New Hampshire,-71.12544081,3226,0.611957381,-0.118780097,0.091341643,-0.902457343,-0.406381415,1.308164296,-0.891015233,-1.162700553,-1.369850665,-1.340603385,-1.441632397,-1.695135455,-0.047459662,0.093540733,0.100151352,0.176262378
Strafford,33017,43.29696585,New Hampshire,-71.02884255,1498,0.075429601,-0.209493621,0.041578015,-0.657623367,-0.10976188,1.313695909,-0.160486071,-0.113931342,0.242082154,1.29420579,1.24428363,-0.88929565,-0.087215934,-0.063673711,-0.060768674,-0.049048155
Sullivan,33019,43.36135754,New Hampshire,-72.22214702,594,-0.17941279,-0.162415205,-0.104486743,-1.329098727,-0.739476206,0.759843208,-0.415860267,-1.442718471,0.136483472,-0.330622034,-0.722710056,-1.228669526,-0.114727274,-0.118898926,-0.129315148,-0.125919959
Atlantic,34001,39.47774676,New Jersey,-74.66097803,3951,0.530951688,-0.157408362,0.125335454,1.177073104,1.492052432,1.574373148,-1.41489518,1.03763802,1.649374391,0.194955791,1.382111708,1.046866942,0.062711244,0.105474534,0.043739156,0.029836095
Bergen,34003,40.95963206,New Jersey,-74.0742327,6992,2.54935559,-0.246787386,2.074441452,1.108505738,1.527151264,1.616205967,-1.684437633,0.352303684,0.965053522,-0.892184121,0.112915958,-0.893451249,0.27321861,0.531073953,0.400165682,1.016032447
Burlington,34005,39.87769214,New Jersey,-74.66804171,5165,1.072886204,-0.090044518,0.164472248,0.737964926,0.776655664,1.246279381,-1.562106827,-0.607510515,-0.62582858,0.436119546,-0.640982854,-1.045823193,0.026051777,0.243620478,0.199672607,0.274237668
Camden,34007,39.8035257,New Jersey,-74.95975373,6843,1.260212061,-0.249947343,1.135611363,1.129630028,1.407746416,1.523897184,-1.632602546,0.107590868,1.537218928,-0.654480391,0.400692676,0.36777289,0.191580153,0.313565153,0.225938314,0.251516973
Cape May,34009,39.14900556,New Jersey,-74.80020462,1598,-0.018400943,-0.24142587,0.061462596,-0.114278942,0.474186324,1.104531811,-1.241074854,-0.864337827,1.165898073,0.549608372,0.307191215,-0.540917977,-0.094581306,-0.068235938,-0.083948255,-0.075460146
Cumberland,34011,39.3738503,New Jersey,-75.1107573,2372,0.167174954,-0.177360968,0.030144116,1.357841612,1.553303334,1.105568989,-0.730326462,1.288927277,1.347417376,1.414268664,1.657767866,1.594713342,0.039711195,0.018465329,-0.059461065,-0.100323824
Essex,34013,40.78722648,New Jersey,-74.24700921,8923,2.125784912,-0.276312452,3.347081373,1.606831186,1.590810909,1.683276769,-1.710700744,1.370613591,1.721844075,0.457225699,1.518900882,1.201316686,0.4842449,0.536043607,0.342492126,0.528781242
Gloucester,34015,39.71726269,New Jersey,-75.14141608,3658,0.584034883,-0.222092588,0.354269002,0.274962061,0.578450499,1.102111731,-1.430100139,-1.146432516,0.190318095,-0.385636435,-0.87161979,-1.042360194,-0.018684491,0.130526514,0.07025293,0.081887734
Hudson,34017,40.73497924,New Jersey,-74.07775467,5528,1.744237917,-0.298424519,7.892217124,1.630033274,1.687160642,1.716466444,-1.699642592,1.614288022,1.729436137,-1.032315141,1.150435868,0.493479744,0.469522525,0.395382042,0.184279818,0.574338664
Hunterdon,34019,40.56729714,New Jersey,-74.91226492,1009,0.074799123,-0.192781438,0.014416033,-0.184577807,0.486230041,0.850077636,-1.671306078,-1.42956559,-1.100677555,0.767589958,-1.185715436,-1.605790088,-0.10094231,-0.085921082,-0.08565109,0.01113304
Mercer,34021,40.28345211,New Jersey,-74.70175319,3771,0.829506214,-0.249112414,0.771103907,1.30277994,1.523710202,1.576447502,-1.684437633,0.324959536,1.559304927,1.069650156,1.332590565,0.134020476,0.099948224,0.113826773,0.056890929,0.223893888
Middlesex,34023,40.4391635,New Jersey,-74.41169901,7210,2.246547642,-0.225609833,1.347358543,1.413942184,1.577390767,1.611711532,-1.632602546,1.355037811,0.873603683,0.765513943,1.363411416,-0.12293403,0.345809377,0.506410449,0.335336014,0.738470844
Monmouth,34025,40.2604897,New Jersey,-74.22097242,6396,1.618160716,-0.181551503,0.596279985,0.462656566,1.1789158,1.524934361,-1.580767459,-0.483942658,0.686907974,-1.121583791,-0.572761418,-1.130666662,0.101488256,0.309168739,0.274366106,0.569240468
Morris,34027,40.86199333,New Jersey,-74.54450832,3871,1.220445798,-0.183722289,0.452763576,0.594943099,1.28730925,1.548097988,-1.684437633,-0.668082994,-0.691741483,-0.135476614,-0.853958403,-1.358878278,0.020594705,0.154645204,0.131071475,0.519320934
Ocean,34029,39.88513329,New Jersey,-74.28090841,7561,1.490939428,-0.137133124,0.369524656,-0.052291274,0.920147945,0.836940057,-1.443577262,0.455796091,0.511255265,-0.942008484,-0.380910273,-0.481354399,0.136415187,0.486280747,0.317412097,0.28649727
Passaic,34031,41.03446085,New Jersey,-74.30084178,4797,1.248091501,-0.259732325,1.367923288,1.454805563,1.664105527,1.535997586,-1.684437633,1.638517014,1.690095451,-0.069390133,1.403928716,0.958560474,0.316029838,0.372168217,0.129843752,0.182455634
Salem,34033,39.58768674,New Jersey,-75.3490341,1042,-0.113434008,-0.219356391,-0.040906617,0.471314061,1.088759978,1.152933421,-1.05826978,-0.930448361,0.912254181,0.281802423,0.114301165,0.387511983,-0.09703364,-0.09389432,-0.110773165,-0.124930053
Somerset,34035,40.56349785,New Jersey,-74.61635157,2537,0.708285234,-0.227656079,0.462228856,1.115085435,1.261845392,1.41603074,-1.710700744,-0.679159105,-0.389784468,-0.746863064,-1.024685143,-1.333598388,-0.033113925,0.046591957,0.023536383,0.29636732
Sussex,34037,41.13925814,New Jersey,-74.69089735,1740,0.133190637,-0.167609363,0.006127401,-0.255222971,0.349275777,0.51541508,-1.50405153,-1.389760818,-1.002670935,-0.549641628,-1.525437409,-1.618949483,-0.094807289,-0.027521732,-0.045476794,-0.026070012
Union,34039,40.66003214,New Jersey,-74.30850915,4912,1.381051679,-0.282776332,2.830537178,1.475583553,1.655158766,1.554666778,-1.710700744,1.480682439,1.559304927,-0.688388638,1.098836913,0.455733058,0.29198357,0.336385764,0.179570743,0.332565962
Warren,34041,40.85713477,New Jersey,-74.99727724,1244,0.017554772,-0.212527014,0.018071961,0.068913665,1.018906422,1.167108178,-1.594244581,-0.59747279,0.086099788,-0.002265645,-0.559601953,-0.909034743,-0.084437179,-0.064450663,-0.076691234,-0.06801591
Bernalillo,35001,35.05136808,New Mexico,-106.6701631,8403,1.763462891,0.010214137,0.174274607,1.502248639,1.36404493,1.495201944,-0.858186344,0.955259448,0.467083267,-0.538569548,0.767772483,0.691909572,0.294461014,0.338010732,0.44835802,0.423086137
Catron,35003,33.91524881,New Mexico,-108.404594,,-0.30090749,1.605788476,-0.148758535,0.31582544,-1.519564938,-1.727653787,1.562166658,0.014136186,-1.70597196,1.129162589,-0.464715286,-0.366729141,-0.13684013,-0.167785346,-0.161488221,-0.156918877
Chaves,35005,33.36328385,New Mexico,-104.4669159,1011,-0.110032501,1.367980812,-0.143025691,1.484587348,1.517172184,0.854572072,0.124261341,1.342923315,-0.202053478,0.633340981,1.298306696,1.589172544,-0.062793028,-0.119799054,-0.108624649,-0.131587441
Cibola,35006,34.9125087,New Mexico,-107.9997705,430,-0.227630538,0.94567429,-0.145689267,1.671935553,1.31346132,-0.122794711,1.471973607,1.660323106,0.64308107,1.28866975,1.708327915,1.729423992,-0.112484183,-0.146457052,-0.137295348,-0.149199062
Colfax,35007,36.60614459,New Mexico,-104.6468483,195,-0.272708196,0.729196914,-0.147161105,1.371001006,0.773558709,0.483608309,0.895567438,0.54094369,1.320845159,0.907720978,1.625561807,1.51644957,-0.129240405,-0.161399175,-0.150951666,-0.151334793
Curry,35009,34.57423914,New Mexico,-103.3470068,643,-0.156368041,0.07788248,-0.129037084,1.330137626,1.474503017,0.225005424,-0.117635732,0.929645943,-0.1402817,0.126793294,0.482419878,1.351264531,-0.091978316,-0.135489704,-0.119014046,-0.137280306
De Baca,35011,34.34246546,New Mexico,-104.4120376,,-0.305736031,0.331935832,-0.148570078,1.376541803,-0.286976567,-1.727653787,0.831637497,-1.567324714,0.64308107,-0.606040039,-1.132731276,-0.215396096,-0.136739694,-0.172153335,-0.163540032,-0.157992181
Dona Ana,35013,32.35265247,New Mexico,-106.8327917,2187,0.345803287,0.743092422,-0.117807214,1.634535172,1.593907864,0.891910456,1.038632278,1.246007348,-0.072298235,0.268654327,1.473535359,1.609257936,0.087016973,-0.033254125,-0.00222478,-0.029656154
